timestamp,bpm
2025-05-28T14:44:03.847447,55.7
2025-05-28T14:44:03.857082,55.8
2025-05-28T14:44:03.867030,57.7
2025-05-28T14:44:03.876877,57.7
2025-05-28T14:44:03.885721,57.7
2025-05-28T14:44:03.895085,65.0
2025-05-28T14:44:03.905556,65.0
2025-05-28T14:44:03.914494,64.9
2025-05-28T14:44:03.923162,64.9
2025-05-28T14:44:03.932301,57.7
2025-05-28T14:44:03.942581,64.9
2025-05-28T14:44:03.951688,56.0
2025-05-28T14:44:03.961145,55.9
2025-05-28T14:44:03.971103,64.9
2025-05-28T14:44:03.979820,64.9
2025-05-28T14:44:03.988844,64.9
2025-05-28T14:44:03.998772,61.7
2025-05-28T14:44:04.008083,55.5
2025-05-28T14:44:04.018171,55.5
2025-05-28T14:44:04.027652,55.4
2025-05-28T14:44:04.037589,55.4
2025-05-28T14:44:04.046752,55.4
2025-05-28T14:44:04.055774,65.0
2025-05-28T14:44:04.064975,55.5
2025-05-28T14:44:04.073805,61.6
2025-05-28T14:44:04.083447,61.6
2025-05-28T14:44:04.092822,65.0
2025-05-28T14:44:04.101621,61.6
2025-05-28T14:44:04.111217,55.4
2025-05-28T14:44:04.120764,58.6
2025-05-28T14:44:04.129388,58.5
2025-05-28T14:44:04.138334,58.3
2025-05-28T14:44:04.146665,58.5
2025-05-28T14:44:04.155431,58.6
2025-05-28T14:44:04.164618,58.6
2025-05-28T14:44:04.172760,58.6
2025-05-28T14:44:04.188478,57.9
2025-05-28T14:44:04.198961,57.9
2025-05-28T14:44:04.207811,56.8
2025-05-28T14:44:04.216578,56.7
2025-05-28T14:44:04.226355,54.9
2025-05-28T14:44:04.235324,55.0
2025-05-28T14:44:04.243479,55.0
2025-05-28T14:44:04.263911,55.0
2025-05-28T14:44:04.274926,57.9
2025-05-28T14:44:04.283875,58.7
2025-05-28T14:44:04.292388,58.7
2025-05-28T14:44:04.300819,58.7
2025-05-28T14:44:04.310477,58.7
2025-05-28T14:44:04.319404,62.8
2025-05-28T14:44:04.328010,58.7
2025-05-28T14:44:04.337961,58.7
2025-05-28T14:44:04.346921,58.7
2025-05-28T14:44:04.355328,56.0
2025-05-28T14:44:04.365238,55.9
2025-05-28T14:44:04.398401,57.9
2025-05-28T14:44:04.408675,56.4
2025-05-28T14:44:04.417137,57.9
2025-05-28T14:44:04.427496,58.7
2025-05-28T14:44:04.436085,58.7
2025-05-28T14:44:04.444383,69.8
2025-05-28T14:44:04.454372,69.8
2025-05-28T14:44:04.463277,69.8
2025-05-28T14:44:04.472162,69.8
2025-05-28T14:44:04.482156,69.8
2025-05-28T14:44:04.492074,66.0
2025-05-28T14:44:04.501232,58.7
2025-05-28T14:44:04.510544,57.9
2025-05-28T14:44:04.519392,69.8
2025-05-28T14:44:04.528210,62.3
2025-05-28T14:44:04.538406,62.4
2025-05-28T14:44:04.548220,58.7
2025-05-28T14:44:04.557040,57.9
2025-05-28T14:44:04.565919,57.9
2025-05-28T14:44:04.575436,62.0
2025-05-28T14:44:04.584374,65.6
2025-05-28T14:44:04.593754,69.8
2025-05-28T14:44:04.603813,72.2
2025-05-28T14:44:04.612609,71.7
2025-05-28T14:44:04.622201,71.6
2025-05-28T14:44:04.631999,71.6
2025-05-28T14:44:04.641053,73.2
2025-05-28T14:44:04.650373,73.2
2025-05-28T14:44:04.659408,65.0
2025-05-28T14:44:04.668454,65.0
2025-05-28T14:44:04.677536,71.4
2025-05-28T14:44:04.686637,68.0
2025-05-28T14:44:04.725425,68.1
2025-05-28T14:44:04.735613,68.1
2025-05-28T14:44:04.744269,68.2
2025-05-28T14:44:04.753503,65.6
2025-05-28T14:44:04.763242,66.0
2025-05-28T14:44:04.772802,68.1
2025-05-28T14:44:04.794063,58.7
2025-05-28T14:44:04.804782,58.7
2025-05-28T14:44:04.813648,58.7
2025-05-28T14:44:04.823935,68.2
2025-05-28T14:44:04.833034,68.2
2025-05-28T14:44:04.842589,68.2
2025-05-28T14:44:04.851769,71.6
2025-05-28T14:44:04.861110,71.6
2025-05-28T14:44:04.870804,65.1
2025-05-28T14:44:04.879749,71.6
2025-05-28T14:44:04.890345,63.9
2025-05-28T14:44:04.902043,71.6
2025-05-28T14:44:04.912365,59.9
2025-05-28T14:44:04.921193,60.1
2025-05-28T14:44:04.931566,59.9
2025-05-28T14:44:04.939839,61.4
2025-05-28T14:44:04.949293,61.4
2025-05-28T14:44:04.958683,61.4
2025-05-28T14:44:04.968344,61.4
2025-05-28T14:44:04.977790,59.3
2025-05-28T14:44:04.988169,59.3
2025-05-28T14:44:04.997429,58.7
2025-05-28T14:44:05.007340,58.7
2025-05-28T14:44:05.016204,69.2
2025-05-28T14:44:05.025312,58.7
2025-05-28T14:44:05.034334,59.1
2025-05-28T14:44:05.042770,59.1
2025-05-28T14:44:05.052267,61.3
2025-05-28T14:44:05.061130,61.2
2025-05-28T14:44:05.070817,62.6
2025-05-28T14:44:05.080038,61.2
2025-05-28T14:44:05.089534,61.3
2025-05-28T14:44:05.098179,61.3
2025-05-28T14:44:05.107810,58.7
2025-05-28T14:44:05.117277,58.7
2025-05-28T14:44:05.126701,66.0
2025-05-28T14:44:05.135698,66.0
2025-05-28T14:44:05.144152,68.6
2025-05-28T14:44:05.152805,66.0
2025-05-28T14:44:05.162351,61.4
2025-05-28T14:44:05.171088,64.5
2025-05-28T14:44:05.180196,61.4
2025-05-28T14:44:05.189337,64.5
2025-05-28T14:44:05.199590,61.4
2025-05-28T14:44:05.208428,61.4
2025-05-28T14:44:05.216997,61.4
2025-05-28T14:44:05.228092,61.4
2025-05-28T14:44:05.237862,61.4
2025-05-28T14:44:05.246791,57.4
2025-05-28T14:44:05.256091,57.4
2025-05-28T14:44:05.265145,63.8
2025-05-28T14:44:05.275260,57.4
2025-05-28T14:44:05.284493,58.7
2025-05-28T14:44:05.294214,66.0
2025-05-28T14:44:05.304233,66.0
2025-05-28T14:44:05.315266,57.0
2025-05-28T14:44:05.325164,57.0
2025-05-28T14:44:05.333738,58.8
2025-05-28T14:44:05.343193,58.8
2025-05-28T14:44:05.352801,58.8
2025-05-28T14:44:05.360890,58.8
2025-05-28T14:44:05.372251,67.1
2025-05-28T14:44:05.383347,67.1
2025-05-28T14:44:05.392550,66.0
2025-05-28T14:44:05.403600,66.0
2025-05-28T14:44:05.414129,66.0
2025-05-28T14:44:05.423591,66.0
2025-05-28T14:44:05.435847,62.7
2025-05-28T14:44:05.444935,68.9
2025-05-28T14:44:05.454702,66.0
2025-05-28T14:44:05.464659,58.7
2025-05-28T14:44:05.473803,60.4
2025-05-28T14:44:05.482467,60.4
2025-05-28T14:44:05.492381,60.4
2025-05-28T14:44:05.501152,60.4
2025-05-28T14:44:05.510638,60.4
2025-05-28T14:44:05.520994,60.4
2025-05-28T14:44:05.530792,60.4
2025-05-28T14:44:05.540073,60.4
2025-05-28T14:44:05.549255,60.4
2025-05-28T14:44:05.558802,63.0
2025-05-28T14:44:05.568848,63.0
2025-05-28T14:44:05.579233,60.8
2025-05-28T14:44:05.589250,61.7
2025-05-28T14:44:05.597477,61.6
2025-05-28T14:44:05.607757,59.2
2025-05-28T14:44:05.617455,59.2
2025-05-28T14:44:05.626171,60.7
2025-05-28T14:44:05.636278,59.2
2025-05-28T14:44:05.644808,65.7
2025-05-28T14:44:05.654444,65.7
2025-05-28T14:44:05.663852,65.9
2025-05-28T14:44:05.673323,65.9
2025-05-28T14:44:05.682045,61.0
2025-05-28T14:44:05.692555,58.7
2025-05-28T14:44:05.701923,54.8
2025-05-28T14:44:05.711765,62.3
2025-05-28T14:44:05.748963,63.0
2025-05-28T14:44:05.759307,62.2
2025-05-28T14:44:05.769749,55.9
2025-05-28T14:44:05.778284,55.9
2025-05-28T14:44:05.787986,55.8
2025-05-28T14:44:05.797965,55.9
2025-05-28T14:44:05.806657,55.8
2025-05-28T14:44:05.816557,56.0
2025-05-28T14:44:05.826208,55.9
2025-05-28T14:44:05.836504,62.2
2025-05-28T14:44:05.845724,62.2
2025-05-28T14:44:05.855526,62.3
2025-05-28T14:44:05.864338,57.0
2025-05-28T14:44:05.874766,57.0
2025-05-28T14:44:05.885313,56.1
2025-05-28T14:44:05.895118,56.1
2025-05-28T14:44:05.905702,49.8
2025-05-28T14:44:05.915950,49.8
2025-05-28T14:44:05.924254,49.8
2025-05-28T14:44:05.936285,49.7
2025-05-28T14:44:06.224900,49.8
2025-05-28T14:44:06.236015,55.9
2025-05-28T14:44:06.246572,50.7
2025-05-28T14:44:06.256894,50.6
2025-05-28T14:44:06.268236,50.6
2025-05-28T14:44:06.277987,50.6
2025-05-28T14:44:06.287994,50.6
2025-05-28T14:44:06.298132,49.1
2025-05-28T14:44:06.308317,50.6
2025-05-28T14:44:06.318206,49.1
2025-05-28T14:44:06.328108,55.2
2025-05-28T14:44:06.337795,61.3
2025-05-28T14:44:06.347840,61.3
2025-05-28T14:44:06.357258,67.4
2025-05-28T14:44:06.367285,62.4
2025-05-28T14:44:06.377243,58.8
2025-05-28T14:44:06.386283,58.8
2025-05-28T14:44:06.395667,58.8
2025-05-28T14:44:06.403579,58.8
2025-05-28T14:44:06.413659,65.4
2025-05-28T14:44:06.423262,66.5
2025-05-28T14:44:06.433087,66.5
2025-05-28T14:44:06.442381,50.8
2025-05-28T14:44:06.453169,51.3
2025-05-28T14:44:06.462954,51.3
2025-05-28T14:44:06.472833,51.3
2025-05-28T14:44:06.482999,53.2
2025-05-28T14:44:06.492159,59.9
2025-05-28T14:44:06.501003,59.9
2025-05-28T14:44:06.511057,59.9
2025-05-28T14:44:06.521718,59.9
2025-05-28T14:44:06.531228,66.5
2025-05-28T14:44:06.541225,53.3
2025-05-28T14:44:06.551176,53.3
2025-05-28T14:44:06.561348,52.1
2025-05-28T14:44:06.570323,52.2
2025-05-28T14:44:06.579376,56.3
2025-05-28T14:44:06.589374,53.3
2025-05-28T14:44:06.598464,59.9
2025-05-28T14:44:06.608783,66.5
2025-05-28T14:44:06.618632,59.9
2025-05-28T14:44:06.627810,66.5
2025-05-28T14:44:06.637806,66.5
2025-05-28T14:44:06.646361,56.0
2025-05-28T14:44:06.655168,59.9
2025-05-28T14:44:06.664643,53.3
2025-05-28T14:44:06.673429,53.3
2025-05-28T14:44:06.683288,55.7
2025-05-28T14:44:06.692319,55.6
2025-05-28T14:44:06.701657,55.6
2025-05-28T14:44:06.711041,61.7
2025-05-28T14:44:06.720428,55.6
2025-05-28T14:44:06.729564,53.2
2025-05-28T14:44:06.739536,53.2
2025-05-28T14:44:06.748825,55.2
2025-05-28T14:44:06.757361,55.1
2025-05-28T14:44:06.767399,61.2
2025-05-28T14:44:06.777654,55.0
2025-05-28T14:44:06.787790,61.2
2025-05-28T14:44:06.796284,61.2
2025-05-28T14:44:06.805175,55.8
2025-05-28T14:44:06.813756,52.6
2025-05-28T14:44:06.823247,55.8
2025-05-28T14:44:06.833643,55.8
2025-05-28T14:44:06.843103,51.7
2025-05-28T14:44:06.851863,51.7
2025-05-28T14:44:06.860220,51.7
2025-05-28T14:44:06.869755,55.3
2025-05-28T14:44:06.878910,55.2
2025-05-28T14:44:06.887842,55.2
2025-05-28T14:44:06.896996,55.1
2025-05-28T14:44:06.906326,55.1
2025-05-28T14:44:06.916327,55.0
2025-05-28T14:44:06.926432,55.9
2025-05-28T14:44:06.937621,55.1
2025-05-28T14:44:06.946893,55.9
2025-05-28T14:44:06.955902,52.7
2025-05-28T14:44:06.964701,59.3
2025-05-28T14:44:06.974378,52.7
2025-05-28T14:44:06.982737,59.3
2025-05-28T14:44:06.991646,59.3
2025-05-28T14:44:07.000460,59.3
2025-05-28T14:44:07.009741,51.3
2025-05-28T14:44:07.018765,52.7
2025-05-28T14:44:07.027314,51.2
2025-05-28T14:44:07.036213,52.7
2025-05-28T14:44:07.046123,52.7
2025-05-28T14:44:07.054863,52.7
2025-05-28T14:44:07.064341,52.7
2025-05-28T14:44:07.073781,51.7
2025-05-28T14:44:07.082513,52.7
2025-05-28T14:44:07.090460,52.7
2025-05-28T14:44:07.100016,52.7
2025-05-28T14:44:07.109302,52.7
2025-05-28T14:44:07.118687,52.7
2025-05-28T14:44:07.127499,59.3
2025-05-28T14:44:07.138116,52.7
2025-05-28T14:44:07.148597,52.7
2025-05-28T14:44:07.157534,52.7
2025-05-28T14:44:07.166607,59.3
2025-05-28T14:44:07.175240,52.7
2025-05-28T14:44:07.184905,52.7
2025-05-28T14:44:07.194354,51.7
2025-05-28T14:44:07.204198,51.7
2025-05-28T14:44:07.212828,51.7
2025-05-28T14:44:07.222271,51.7
2025-05-28T14:44:07.232095,51.7
2025-05-28T14:44:07.241908,51.7
2025-05-28T14:44:07.250476,50.9
2025-05-28T14:44:07.260457,51.7
2025-05-28T14:44:07.269908,51.7
2025-05-28T14:44:07.279496,52.7
2025-05-28T14:44:07.288789,52.7
2025-05-28T14:44:07.298955,65.9
2025-05-28T14:44:07.308324,65.9
2025-05-28T14:44:07.318384,65.9
2025-05-28T14:44:07.327127,61.9
2025-05-28T14:44:07.336484,61.8
2025-05-28T14:44:07.346347,61.7
2025-05-28T14:44:07.356748,61.7
2025-05-28T14:44:07.365399,61.7
2025-05-28T14:44:07.375725,61.7
2025-05-28T14:44:07.385420,61.7
2025-05-28T14:44:07.395854,61.7
2025-05-28T14:44:07.405622,61.9
2025-05-28T14:44:07.415713,61.9
2025-05-28T14:44:07.425226,61.9
2025-05-28T14:44:07.435484,61.1
2025-05-28T14:44:07.443731,61.0
2025-05-28T14:44:07.452620,61.0
2025-05-28T14:44:07.462454,61.0
2025-05-28T14:44:07.471057,54.9
2025-05-28T14:44:07.479486,55.7
2025-05-28T14:44:07.489406,55.7
2025-05-28T14:44:07.499309,55.7
2025-05-28T14:44:07.507899,55.7
2025-05-28T14:44:07.518789,55.6
2025-05-28T14:44:07.527203,56.6
2025-05-28T14:44:07.535381,55.6
2025-05-28T14:44:07.545670,56.5
2025-05-28T14:44:07.554386,56.5
2025-05-28T14:44:07.562428,56.5
2025-05-28T14:44:07.570924,56.5
2025-05-28T14:44:07.581097,55.8
2025-05-28T14:44:07.590202,61.1
2025-05-28T14:44:07.600049,65.9
2025-05-28T14:44:07.608715,65.9
2025-05-28T14:44:07.617684,62.2
2025-05-28T14:44:07.627788,69.5
2025-05-28T14:44:07.637862,63.1
2025-05-28T14:44:07.646459,65.9
2025-05-28T14:44:07.655767,62.0
2025-05-28T14:44:07.666257,65.9
2025-05-28T14:44:07.676328,65.9
2025-05-28T14:44:07.686163,65.9
2025-05-28T14:44:07.695336,65.9
2025-05-28T14:44:07.705380,65.9
2025-05-28T14:44:07.714694,63.1
2025-05-28T14:44:07.723018,65.9
2025-05-28T14:44:07.733230,65.9
2025-05-28T14:44:07.743360,63.1
2025-05-28T14:44:07.752413,69.4
2025-05-28T14:44:07.760775,66.9
2025-05-28T14:44:07.769775,66.9
2025-05-28T14:44:07.778070,53.6
2025-05-28T14:44:07.787533,67.0
2025-05-28T14:44:07.796367,60.3
2025-05-28T14:44:07.805328,67.0
2025-05-28T14:44:07.815314,65.9
2025-05-28T14:44:07.824943,65.9
2025-05-28T14:44:07.833238,65.9
2025-05-28T14:44:07.842150,65.9
2025-05-28T14:44:07.852101,65.9
2025-05-28T14:44:07.861356,65.9
2025-05-28T14:44:07.870723,65.9
2025-05-28T14:44:07.880736,65.9
2025-05-28T14:44:07.888254,65.9
2025-05-28T14:44:07.898146,65.9
2025-05-28T14:44:07.907479,59.3
2025-05-28T14:44:07.916622,65.9
2025-05-28T14:44:07.926780,65.9
2025-05-28T14:44:07.936740,59.3
2025-05-28T14:44:07.945159,65.9
2025-05-28T14:44:07.954499,65.9
2025-05-28T14:44:07.964109,62.2
2025-05-28T14:44:07.974324,62.2
2025-05-28T14:44:07.983757,60.3
2025-05-28T14:44:07.992336,62.1
2025-05-28T14:44:08.000942,51.9
2025-05-28T14:44:08.011273,64.9
2025-05-28T14:44:08.020680,58.4
2025-05-28T14:44:08.030283,58.4
2025-05-28T14:44:08.040404,58.4
2025-05-28T14:44:08.048342,64.9
2025-05-28T14:44:08.057781,64.9
2025-05-28T14:44:08.067769,64.9
2025-05-28T14:44:08.076878,64.9
2025-05-28T14:44:08.086951,64.9
2025-05-28T14:44:08.095674,71.4
2025-05-28T14:44:08.104998,64.9
2025-05-28T14:44:08.114039,71.7
2025-05-28T14:44:08.124382,73.3
2025-05-28T14:44:08.132882,71.7
2025-05-28T14:44:08.142991,58.6
2025-05-28T14:44:08.152137,61.7
2025-05-28T14:44:08.161109,67.1
2025-05-28T14:44:08.171621,62.9
2025-05-28T14:44:08.180334,58.6
2025-05-28T14:44:08.190817,62.9
2025-05-28T14:44:08.201208,62.9
2025-05-28T14:44:08.209641,62.9
2025-05-28T14:44:08.219752,61.1
2025-05-28T14:44:08.229974,61.0
2025-05-28T14:44:08.239266,61.0
2025-05-28T14:44:08.248881,61.0
2025-05-28T14:44:08.259161,59.1
2025-05-28T14:44:08.268712,61.0
2025-05-28T14:44:08.278273,60.7
2025-05-28T14:44:08.288349,70.3
2025-05-28T14:44:08.297280,70.2
2025-05-28T14:44:08.306358,70.1
2025-05-28T14:44:08.316016,61.1
2025-05-28T14:44:08.325630,61.1
2025-05-28T14:44:08.334392,57.1
2025-05-28T14:44:08.343662,54.9
2025-05-28T14:44:08.353546,63.6
2025-05-28T14:44:08.364052,66.4
2025-05-28T14:44:08.373778,66.4
2025-05-28T14:44:08.382256,59.7
2025-05-28T14:44:08.391783,56.0
2025-05-28T14:44:08.402561,54.9
2025-05-28T14:44:08.412484,57.6
2025-05-28T14:44:08.422627,54.9
2025-05-28T14:44:08.431233,54.9
2025-05-28T14:44:08.441768,55.0
2025-05-28T14:44:08.451573,54.5
2025-05-28T14:44:08.461106,63.6
2025-05-28T14:44:08.470236,70.6
2025-05-28T14:44:08.479416,72.9
2025-05-28T14:44:08.488800,73.0
2025-05-28T14:44:08.498470,70.7
2025-05-28T14:44:08.507860,69.3
2025-05-28T14:44:08.517811,70.7
2025-05-28T14:44:08.527215,70.7
2025-05-28T14:44:08.535743,63.5
2025-05-28T14:44:08.544962,68.5
2025-05-28T14:44:08.554550,65.3
2025-05-28T14:44:08.564193,73.0
2025-05-28T14:44:08.574404,58.8
2025-05-28T14:44:08.583251,61.0
2025-05-28T14:44:08.593135,61.1
2025-05-28T14:44:08.602626,61.9
2025-05-28T14:44:08.611260,61.9
2025-05-28T14:44:08.620946,61.9
2025-05-28T14:44:08.630890,66.3
2025-05-28T14:44:08.639834,59.7
2025-05-28T14:44:08.649900,59.6
2025-05-28T14:44:08.659815,61.9
2025-05-28T14:44:08.668894,67.4
2025-05-28T14:44:08.678249,72.9
2025-05-28T14:44:08.687482,67.3
2025-05-28T14:44:08.697469,61.1
2025-05-28T14:44:08.707229,67.2
2025-05-28T14:44:08.717134,67.1
2025-05-28T14:44:08.726356,73.2
2025-05-28T14:44:08.735364,61.1
2025-05-28T14:44:08.743434,72.5
2025-05-28T14:44:08.752793,71.2
2025-05-28T14:44:08.762207,64.7
2025-05-28T14:44:08.771396,65.9
2025-05-28T14:44:08.780490,51.7
2025-05-28T14:44:08.790203,59.3
2025-05-28T14:44:08.798721,49.3
2025-05-28T14:44:08.807122,58.4
2025-05-28T14:44:08.816483,56.5
2025-05-28T14:44:08.826282,65.9
2025-05-28T14:44:08.835259,64.8
2025-05-28T14:44:08.843730,71.3
2025-05-28T14:44:08.853558,71.3
2025-05-28T14:44:08.862448,71.3
2025-05-28T14:44:08.872991,69.9
2025-05-28T14:44:08.882881,63.6
2025-05-28T14:44:08.892189,69.9
2025-05-28T14:44:08.901927,63.5
2025-05-28T14:44:08.910667,63.9
2025-05-28T14:44:08.920632,71.3
2025-05-28T14:44:08.930471,64.8
2025-05-28T14:44:08.941853,71.3
2025-05-28T14:44:08.950769,64.8
2025-05-28T14:44:08.960086,64.8
2025-05-28T14:44:08.969562,57.5
2025-05-28T14:44:08.978958,63.9
2025-05-28T14:44:08.988621,57.4
2025-05-28T14:44:08.998419,64.8
2025-05-28T14:44:09.007907,57.4
2025-05-28T14:44:09.017930,70.3
2025-05-28T14:44:09.028164,64.9
2025-05-28T14:44:09.037656,72.4
2025-05-28T14:44:09.047605,71.3
2025-05-28T14:44:09.056754,72.4
2025-05-28T14:44:09.066219,58.4
2025-05-28T14:44:09.076158,55.1
2025-05-28T14:44:09.086586,57.4
2025-05-28T14:44:09.096259,57.4
2025-05-28T14:44:09.106722,57.4
2025-05-28T14:44:09.116133,57.4
2025-05-28T14:44:09.124964,58.4
2025-05-28T14:44:09.133879,65.9
2025-05-28T14:44:09.142519,71.3
2025-05-28T14:44:09.152465,72.4
2025-05-28T14:44:09.161539,72.4
2025-05-28T14:44:09.170060,72.4
2025-05-28T14:44:09.180869,72.4
2025-05-28T14:44:09.190523,71.2
2025-05-28T14:44:09.201198,71.2
2025-05-28T14:44:09.211171,73.4
2025-05-28T14:44:09.220393,70.6
2025-05-28T14:44:09.229918,72.4
2025-05-28T14:44:09.239709,71.2
2025-05-28T14:44:09.249862,71.3
2025-05-28T14:44:09.260441,71.3
2025-05-28T14:44:09.269690,72.5
2025-05-28T14:44:09.278903,73.9
2025-05-28T14:44:09.288899,72.2
2025-05-28T14:44:09.297966,59.0
2025-05-28T14:44:09.307943,59.0
2025-05-28T14:44:09.318119,59.0
2025-05-28T14:44:09.327078,59.0
2025-05-28T14:44:09.336326,59.0
2025-05-28T14:44:09.346088,55.0
2025-05-28T14:44:09.354915,59.0
2025-05-28T14:44:09.364286,60.1
2025-05-28T14:44:09.374446,66.7
2025-05-28T14:44:09.384718,71.6
2025-05-28T14:44:09.393426,71.6
2025-05-28T14:44:09.403178,71.5
2025-05-28T14:44:09.413667,70.6
2025-05-28T14:44:09.423187,71.4
2025-05-28T14:44:09.431959,64.9
2025-05-28T14:44:09.441908,64.9
2025-05-28T14:44:09.450694,71.5
2025-05-28T14:44:09.459970,69.3
2025-05-28T14:44:09.470205,69.3
2025-05-28T14:44:09.479571,70.8
2025-05-28T14:44:09.489027,70.6
2025-05-28T14:44:09.498807,70.7
2025-05-28T14:44:09.508584,64.2
2025-05-28T14:44:09.517509,70.6
2025-05-28T14:44:09.527582,64.1
2025-05-28T14:44:09.537545,70.6
2025-05-28T14:44:09.546862,51.3
2025-05-28T14:44:09.555558,71.9
2025-05-28T14:44:09.564619,64.7
2025-05-28T14:44:09.573240,64.7
2025-05-28T14:44:09.581787,57.2
